,Time,Some Parameter,Some Other Parameter,Some Noise,Some Metric
2024-02-10T21:59:09.006158000,0.2319016456604004,0.0,0.0,-0.011919557703626972,-0.011919557703626972
2024-02-10T21:59:09.136022000,0.3617589473724365,1e-08,0.0,0.0049672893177383215,0.004967320733638322
2024-02-10T21:59:09.244393000,0.47013044357299805,0.0,1e-08,-0.015908255272158445,-0.015908255272158445
2024-02-10T21:59:09.351496000,0.5772192478179932,0.0,1.0,0.03488741960519638,0.034887060480870105
2024-02-10T21:59:09.489369000,0.7151217460632324,-1.0,1.0,0.01031819500497553,0.010317831628962246
2024-02-10T21:59:09.597298000,0.8230314254760742,-1.0,0.99999999,-0.021670939864352312,-0.02167129898868577
2024-02-10T21:59:09.719541000,0.9452903270721436,-0.5607542845515894,0.5607542845515894,0.04135545236726053,-0.4821452580220788
2024-02-10T21:59:09.828094000,1.0538561344146729,-0.5607542745515893,0.5607542845515894,-0.01676689266644088,-0.5402676121045575
2024-02-10T21:59:09.945873000,1.1716060638427734,-0.5607542845515894,0.5607542945515894,-0.021892118772441127,-0.5453928232906751
2024-02-10T21:59:10.142296000,1.3680179119110107,-0.16525591372466877,0.16525591372466877,0.010098530053797572,-0.4596851534287538
2024-02-10T21:59:10.310845000,1.5366237163543701,-0.16525590372466878,0.16525591372466877,-0.03297228376151539,-0.5027559429702837
2024-02-10T21:59:10.418746000,1.6445050239562988,-0.16525591372466877,0.16525592372466877,0.04493641872031212,-0.42484726320954863
2024-02-10T21:59:10.523496000,1.7492389678955078,-0.09245445381663345,0.09245445381663345,-0.013297640907193176,-0.29483050344182754
2024-02-10T21:59:10.630803000,1.8565959930419922,-0.09245445381663345,0.09245445381663345,-0.04105364284795017,-0.32258647631335713
2024-02-10T21:59:10.735613000,1.9614036083221436,-0.09245445381663345,0.09245446381663344,-0.011156272024649128,-0.29268913403870417
2024-02-10T21:59:10.842180000,2.0679235458374023,-0.04819307775860387,0.04819307775860387,-0.04462869135983179,-0.19475483457212234
2024-02-10T21:59:10.949356000,2.175100564956665,-0.048193067758603866,0.04819307775860387,0.01606863303376197,-0.13405747941064025
2024-02-10T21:59:11.056634000,2.2823801040649414,-0.048193067758603866,0.04819308775860387,-0.009315201675927743,-0.15944134474351745
2024-02-10T21:59:11.163679000,2.389413833618164,-0.009367091994189275,0.009367091994189275,0.041433880262316085,0.01201572771987772
2024-02-10T21:59:11.270979000,2.496713399887085,-0.009367091994189275,0.009367091994189275,0.0003882028414840422,-0.029029918309677504
