,Time,Some Parameter,Some Other Parameter,Some Noise,Some Metric
2024-02-10T20:03:41.834780000,0.26564931869506836,0.0,0.0,0.006820173636278526,0.006820173636278526
2024-02-10T20:03:41.961310000,0.39217257499694824,0.1,-0.1,0.03507821917733208,0.33797601971878777
2024-02-10T20:03:42.116255000,0.5471186637878418,0.2,-0.2,-0.022745986568743028,0.5198477916382613
2024-02-10T20:03:42.338506000,0.7693853378295898,0.1,-0.1,-0.03337665257816319,0.2695211479632925
2024-02-10T20:03:42.766048000,1.1968977451324463,0.0,-0.2,-0.009346850310023736,-0.009346850310023736
2024-02-10T20:03:43.064814000,1.495680332183838,-0.1,-0.1,0.016530690108044754,-0.28636711043341095
2024-02-10T20:03:43.337734000,1.7686426639556885,-0.2,-0.18232730279995,-6.247379785354613e-05,-0.546334838699618
2024-02-10T20:03:43.717522000,2.148418426513672,-0.30000000000000004,-0.145146618553346,0.04501233830305179,-0.6789590004323616
2024-02-10T20:03:44.054036000,2.484933853149414,-0.4,-0.24514661855334602,0.04695731134621439,-0.7162092302842126
2024-02-10T20:03:44.352991000,2.7838945388793945,-0.39691224365241395,-0.2263301110626419,-0.04389547129558428,-0.8132904664463951
2024-02-10T20:03:44.549003000,2.979877233505249,-0.296912243652414,-0.32633011106264187,-0.04756505342121419,-0.7087615619889354
2024-02-10T20:03:44.734897000,3.1657798290252686,-0.39691224365241395,-0.22633011106264186,-0.00493307541046516,-0.7743280705612761
2024-02-10T20:03:45.009539000,3.4404141902923584,-0.49691224365241393,-0.12633011106264186,-0.04380515385398829,-0.8126022965050481
2024-02-10T20:03:45.300312000,3.7311787605285645,-0.39691224365241395,-0.22633011106264186,0.028327020115647528,-0.7410679750351634
2024-02-10T20:03:45.659971000,4.090854644775391,-0.49691224365241393,-0.12633011106264186,0.03102848007513548,-0.7377686625759243
2024-02-10T20:03:46.004192000,4.435106039047241,-0.39691224365241395,-0.22633011106264186,0.003759724759407857,-0.765635270391403
2024-02-10T20:03:46.169543000,4.60043478012085,-0.49691224365241393,-0.12633011106264186,-0.027621598929814018,-0.7964187415808738
2024-02-10T20:03:46.493731000,4.924585580825806,-0.5969122436524139,-0.026330111062641853,-0.048512886149251866,-0.7161043808087841
2024-02-10T20:03:46.784414000,5.215314865112305,-0.6969122436524139,0.07366988893735815,0.013152770560742311,-0.485387100068768
2024-02-10T20:03:47.078952000,5.5098536014556885,-0.5969122436524139,-0.026330111062641853,0.03406943099765676,-0.6335220636618755
2024-02-10T20:03:47.322707000,5.753602981567383,-0.49691224365241393,-0.12633011106264186,-0.03286005501870048,-0.8016571976697603
2024-02-10T20:03:47.512403000,5.943305492401123,-0.39691224365241395,-0.22633011106264186,-0.03877135646342148,-0.8081663516142323
2024-02-10T20:03:47.775814000,6.206740140914917,-0.296912243652414,-0.32633011106264187,0.003992441391026491,-0.6572040671766947
2024-02-10T20:03:47.998266000,6.429166078567505,-0.19691224365241397,-0.22633011106264186,-0.017176684045152914,-0.5471741448872983
2024-02-10T20:03:48.212208000,6.643104314804077,-0.09691224365241397,-0.3238223330462384,-0.03239820817696646,-0.2998086823497581
2024-02-10T20:03:48.419345000,6.850230693817139,0.0030877563475860403,-0.22382233304623841,-0.04574574337451731,-0.03651949862497542
2024-02-10T20:03:48.693461000,7.124338150024414,0.10308775634758605,-0.12382233304623841,-0.013819379261385423,0.2962537786326524
2024-02-10T20:03:48.891810000,7.3226940631866455,0.20308775634758605,-0.023822333046238403,0.028589513643670107,0.5998043407452084
2024-02-10T20:03:49.220676000,7.65155816078186,0.10308775634758605,0.0761776669537616,0.030539083202607786,0.3435810297414935
2024-02-10T20:03:49.405427000,7.836354970932007,0.20308775634758605,-0.023822333046238403,-0.026053661957373075,0.5451611651441652
2024-02-10T20:03:49.591862000,8.022796154022217,0.10308775634758605,0.0761776669537616,-0.046643635724255395,0.26639831081463033
2024-02-10T20:03:49.782880000,8.213769435882568,0.0030877563475860403,0.1761776669537616,-0.020861003440240403,-0.011457239959311714
