,Time,Some Parameter,Some Other Parameter,Some Noise,Some Metric
2024-02-10T19:55:07.782745000,0.28948259353637695,0.0,0.0,0.013818091455686944,0.013818091455686944
2024-02-10T19:55:07.909162000,0.4158937931060791,0.1,-0.1,-0.020378071496657314,0.2825197290447984
2024-02-10T19:55:08.074218000,0.5809445381164551,0.0,0.0,0.03805313213317999,0.03805313213317999
2024-02-10T19:55:08.289164000,0.7958886623382568,0.1,-0.1,0.035211097311043625,0.3381088978524993
2024-02-10T19:55:08.451032000,0.9577765464782715,0.0,0.0,0.032142432855098484,0.032142432855098484
2024-02-10T19:55:08.724394000,1.2311606407165527,0.1,-0.1,0.043872618755217675,0.3467704192966734
2024-02-10T19:55:08.988839000,1.4955852031707764,0.0,0.0,-0.03639083947851003,-0.03639083947851003
2024-02-10T19:55:09.217811000,1.72454833984375,0.1,-0.1,-0.006340347437186412,0.2965574531042693
2024-02-10T19:55:09.424681000,1.931398868560791,0.0,0.0,0.0378463279296264,0.0378463279296264
2024-02-10T19:55:09.583578000,2.090313673019409,0.1,-0.1,0.034301797848721186,0.3371995983901769
2024-02-10T19:55:09.736561000,2.243318557739258,0.0,0.0,0.04696083318099708,0.04696083318099708
2024-02-10T19:55:09.886673000,2.3934221267700195,0.1,-0.1,0.005665067852699168,0.30856286839415487
2024-02-10T19:55:10.034776000,2.5415232181549072,0.0,0.0,0.022439956459661594,0.022439956459661594
2024-02-10T19:55:10.186920000,2.693706750869751,0.1,-0.1,0.023941260617382,0.3268390611588377
2024-02-10T19:55:10.362186000,2.868936538696289,0.0,0.0,-0.02237157155592925,-0.02237157155592925
2024-02-10T19:55:10.513593000,3.020357131958008,0.1,-0.1,0.0470721210780877,0.34996992161954343
2024-02-10T19:55:10.664580000,3.1713571548461914,0.0,0.0,-0.008129433014963983,-0.008129433014963983
2024-02-10T19:55:10.818599000,3.325378656387329,0.1,-0.1,0.00923035717570797,0.3121281577171637
2024-02-10T19:55:10.962931000,3.4696948528289795,0.0,0.0,0.025586670061791807,0.025586670061791807
2024-02-10T19:55:11.110813000,3.6175880432128906,0.1,-0.1,-0.008484121836883374,0.29441367870457236
2024-02-10T19:55:11.265700000,3.772451162338257,0.0,0.0,-0.04562396087241846,-0.04562396087241846
2024-02-10T19:55:11.447436000,3.954188108444214,0.1,-0.1,-0.022319936886529435,0.28057786365492626
2024-02-10T19:55:11.630250000,4.1370110511779785,0.0,0.0,-0.032603838919825205,-0.032603838919825205
2024-02-10T19:55:11.783965000,4.290717124938965,0.1,-0.1,0.012511558517379884,0.3154093590588356
2024-02-10T19:55:11.943994000,4.450769662857056,0.0,0.0,0.038511756131621666,0.038511756131621666
2024-02-10T19:55:12.095527000,4.602307081222534,0.1,-0.1,-0.011205617162108128,0.2916921833793476
2024-02-10T19:55:12.242346000,4.749113082885742,0.0,0.0,-0.022196928503855552,-0.022196928503855552
2024-02-10T19:55:12.394581000,4.90130877494812,0.1,-0.1,-0.04885726453715011,0.2540405360043056
2024-02-10T19:55:12.547724000,5.054504156112671,0.0,0.0,0.007894736060929419,0.007894736060929419
2024-02-10T19:55:12.699098000,5.2058374881744385,0.1,-0.1,-0.028956202437812096,0.2739415981036436
2024-02-10T19:55:12.859928000,5.366685628890991,0.0,0.0,-0.037153631683665,-0.037153631683665
2024-02-10T19:55:13.012578000,5.519341707229614,0.1,-0.1,0.03593292780934069,0.3388307283507964
2024-02-10T19:55:13.157050000,5.663815021514893,0.0,0.0,0.027119029270668296,0.027119029270668296
2024-02-10T19:55:13.302991000,5.809762477874756,0.1,-0.1,0.0027258666197037987,0.3056236671611595
2024-02-10T19:55:13.457907000,5.9646852016448975,0.0,0.0,0.03307810341423939,0.03307810341423939
2024-02-10T19:55:13.602363000,6.109121561050415,0.1,-0.1,-0.047491201079168335,0.2554065994622874
2024-02-10T19:55:13.750857000,6.257643461227417,0.0,0.0,-0.008860510641184772,-0.008860510641184772
2024-02-10T19:55:13.894589000,6.4013612270355225,0.1,-0.1,-0.021945381753829454,0.2809524187876263
2024-02-10T19:55:14.046169000,6.552955150604248,0.0,0.0,-0.001162059604949528,-0.001162059604949528
2024-02-10T19:55:14.200365000,6.707145690917969,0.1,-0.1,-0.011883648091947108,0.2910141524495086
2024-02-10T19:55:14.355517000,6.862283706665039,0.0,0.0,-0.01706634657528361,-0.01706634657528361
2024-02-10T19:55:14.528697000,7.035486936569214,0.1,-0.1,0.028408814371458393,0.3313066149129141
2024-02-10T19:55:14.691880000,7.198653936386108,0.0,0.0,-0.0013618324875995349,-0.0013618324875995349
