,Time,Some Parameter,Some Other Parameter,Some Noise,Some Metric
2024-02-10T21:56:40.873862000,0.24333810806274414,0.0,0.0,0.03956817906976287,0.03956817906976287
2024-02-10T21:56:41.001432000,0.37091827392578125,1e-08,0.0,-0.03144574742552129,-0.03144571600962129
2024-02-10T21:56:41.108481000,0.4779684543609619,0.0,1e-08,0.020847689755597632,0.020847689755597632
2024-02-10T21:56:41.215560000,0.585050106048584,1.0,1.0,0.024682843879125484,0.02468320300345176
2024-02-10T21:56:41.319886000,0.6893572807312012,0.99999999,1.0,0.015569014853870434,0.015569378229883716
2024-02-10T21:56:41.427887000,0.7973601818084717,1.0,0.99999999,0.026192848737965315,0.026193207862298774
2024-02-10T21:56:41.540682000,0.9101710319519043,0.34722094729991243,0.34722094729991243,0.04505404705024543,0.742015328095091
2024-02-10T21:56:41.659997000,1.0295093059539795,0.3472209572999124,0.34722094729991243,-0.00826061624022646,0.688700671362927
2024-02-10T21:56:41.787752000,1.1572391986846924,0.34722094729991243,0.3472209572999124,-0.030354088952538306,0.6666071872523162
2024-02-10T21:56:41.940234000,1.3097116947174072,0.0625175147830581,0.0625175147830581,0.0317727182573315,0.22539737272751367
2024-02-10T21:56:42.093995000,1.4635071754455566,0.0625175247830581,0.0625175147830581,-0.018095293529113734,0.17552939127097153
2024-02-10T21:56:42.222537000,1.5920300483703613,0.0625175147830581,0.0625175247830581,0.01296460153436323,0.20658925576244677
2024-02-10T21:56:42.329157000,1.6986396312713623,0.014543548831536362,0.014543548831536362,-0.01892465762380069,0.02672999749801549
2024-02-10T21:56:42.435890000,1.805382251739502,0.014543558831536362,0.014543548831536362,0.01958700409208768,0.06524169057046537
2024-02-10T21:56:42.542454000,1.9119346141815186,0.014543548831536362,0.014543558831536362,-0.023780862794882784,0.021873792313653773
2024-02-10T21:56:42.648692000,2.0181968212127686,0.005809266072289828,0.005809266072289828,-0.04666446560138774,-0.028416378203761406
2024-02-10T21:56:42.755515000,2.1250054836273193,0.005809276072289828,0.005809266072289828,0.0004626579023475297,0.018710776706401918
2024-02-10T21:56:42.862743000,2.2322306632995605,0.005809266072289828,0.005809276072289828,0.04137429899790072,0.05962238639340689
2024-02-10T21:56:42.967305000,2.33682918548584,0.0030445459191718745,0.0030445459191718745,-0.0468319248093118,-0.0372675329417809
2024-02-10T21:56:43.071802000,2.4413082599639893,0.0030445559191718745,0.0030445459191718745,-0.03011724417270937,-0.020552820891880243
2024-02-10T21:56:43.176715000,2.5462262630462646,0.0030445459191718745,0.0030445559191718745,-0.0007818040778283853,0.00878258778912013
2024-02-10T21:56:43.281080000,2.6505885124206543,0.0013889778891385725,0.0013889778891385725,-0.0006555096558647056,0.0037080587060636114
2024-02-10T21:56:43.385122000,2.7546021938323975,0.0013889878891385724,0.0013889778891385725,0.025853890815719628,0.03021749059300641
2024-02-10T21:56:43.493048000,2.8625035285949707,0.0013889778891385725,0.0013889878891385724,-0.009236677704874364,-0.004873109343067266
2024-02-10T21:56:43.599637000,2.969141721725464,0.0005105027872214546,0.0005105027872214546,-0.04438738664745301,-0.042783597719612834
2024-02-10T21:56:43.704809000,3.074293613433838,0.0005105127872214547,0.0005105027872214546,-0.04894290538576367,-0.04733908504209665
2024-02-10T21:56:43.811544000,3.181037187576294,0.0005105027872214546,0.0005105127872214547,-0.04539282052986268,-0.043789031602038876
2024-02-10T21:56:43.918370000,3.2878708839416504,0.0001647376437664622,0.0001647376437664622,-0.03482118776801154,-0.03430364968492506
2024-02-10T21:56:44.025815000,3.395320177078247,0.0001647476437664622,0.0001647376437664622,-0.021017953957450198,-0.020500384458471337
2024-02-10T21:56:44.133356000,3.5028626918792725,0.0001647376437664622,0.0001647476437664622,-0.015057521379993322,-0.01453998329690855
2024-02-10T21:56:44.239956000,3.609445571899414,6.577973581866543e-05,6.577973581866543e-05,-0.04449491361972503,-0.044288260662733704
2024-02-10T21:56:44.346399000,3.7158892154693604,6.578973581866543e-05,6.577973581866543e-05,-0.007301556772139817,-0.007094872399249702
